POLYMER_USED,DRUG,POLYMER_PSMILES,DRUG_SMILES,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
calcium alginate,thorium,*C(C(C(C(=O)[O-])O)O)*,[Th],3.8,170,21.79,10.1038/s41598-023-35629-z,deepseek-v4-flash (pdf2text),Investigation_of_kinetic_isotherm_and_adsorption_efficacy_of_thorium_by_orange_peel_immobilized_on_calcium_alginate
calcium alginate,thorium,*C(C(C(C(=O)[O-])O)O)*,[Th],3.8,170,16.23,10.1038/s41598-023-35629-z,deepseek-v4-flash (pdf2text),Investigation_of_kinetic_isotherm_and_adsorption_efficacy_of_thorium_by_orange_peel_immobilized_on_calcium_alginate
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],2,100,186.7,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],3,100,193,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,100,196.5,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],5,100,197.4,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],6,100,195.7,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],7,100,194.3,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],8,100,193.8,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan,Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],9,100,192.4,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan (under-size),Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],5,100,97.41,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan (under-size),Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],5,200,197.38,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan (over-size),Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],5,100,96.1,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
chitosan (over-size),Reactive Red 198,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)Cl)NC3=C4C(=CC(=C3)S(=O)(=O)[O-])C=C(C(=C4O)N=NC5=CC=C(C=C5)S(=O)(=O)CCOS(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],5,200,196.22,https://doi.org/10.46989/001c.88510,deepseek-v4-flash (pdf2text),Investigation_of_Reactive_Red_198_Dye_Removal_by_Chitosan_from_Aqueous_Solution
PVA,Congo red,*CC(O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],1,75,18.44,10.24845/ijfac.v10.i2.117,deepseek-v4-flash (pdf2text),Modification_of_SiO2_from_Rice_Husk_with_Polyvinyl_Alcohol_PVA_as_Adsorbent_of_Congo_Red_Dye
chitosan modified with epichlorohydrin (second trial) and 1-methylimidazole (biopolymer IV),Ag(I),*C(C(C(C(C(CO)O)O)O)O)*,[Ag+],6.70,12.91,30.9,Table 2,deepseek-v4-flash (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
unmodified chitosan crosslinked with glutaraldehyde (biopolymer I),Ag(I),*C(C(C(C(C(CO)O)O)O)O)*,[Ag+],6.70,12.91,11.4,Table 2,deepseek-v4-flash (pdf2text),Modified_chitosan_as_a_potential_bioresin_for_AgI_recovery
polyethylene glycol 400,Safranin O,*CCO*,CC1=C(C2=CC3=CC=CC=C3N=C2C=C1N)N,10,250,306.26,BMC600,deepseek-v4-flash (pdf2text),Novel_carbonate_oxide_and_hydroxide_nanohybrids_based_on_Mg_Ba_and_Ca_for_efficient_Safranin_O_dye_adsorption
polyethylene glycol 400,Safranin O,*CCO*,CC1=C(C2=CC3=CC=CC=C3N=C2C=C1N)N,10,250,254.61,BMC800,deepseek-v4-flash (pdf2text),Novel_carbonate_oxide_and_hydroxide_nanohybrids_based_on_Mg_Ba_and_Ca_for_efficient_Safranin_O_dye_adsorption
coconut husk cellulose,methylene blue,*C(C(C(C(CO)O)O)O)*,CN(C)c1ccc2c(c1)sc3cc(ccc3n2)N(C)C,7,30,2.9034,10.4236/msce.2024.122001,deepseek-v4-flash (pdf2text),Optimization_of_Methylene_Blue_Dye_Adsorption_onto_Coconut_Husk_Cellulose_Using_Response_Surface_Methodology_Adsorption_Kinetics_Isotherms_and_Reusability_Studies
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50,44.33,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,80,49.65,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,29.53,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,27.76,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,23.01,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,30.45,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,27.49,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,22.27,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,36.48,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,34.86,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
polyethyleneimine,Cr(VI),*CCN*,[Cr+6],4,50.22,29.37,10.15244/pjoes/188595,deepseek-v4-flash (pdf2text),Polyethyleneimine-Modified_Garden_WasteBiochar_Preparation_and_Its_Applicationfor_Aqueous_CrⅥ_Adsorption
PVA/HKUST,Cefixime,*CC(O)*,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,8,20,282.5,Mirzaei et al. (2025),deepseek-v4-flash (pdf2text),Polymeric_Composites_for_Efficient_Dye_Removal_Adsorption_Mechanisms_Environmental_Impact_and_Performance_Evaluation
polyurea,Congo red,*NC(=O)N*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7.0,0.72,1.20,Table 1,deepseek-v4-flash (pdf2text),Polyurea_Membrane_as_potential_purifying_technology_for_Water_Cleaning_Kinetic_and_Equilibrium_Modeling_of_Dyes_Adsorption
polyurea,Congo red,*NC(=O)N*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7.0,1.59,2.16,Table 1,deepseek-v4-flash (pdf2text),Polyurea_Membrane_as_potential_purifying_technology_for_Water_Cleaning_Kinetic_and_Equilibrium_Modeling_of_Dyes_Adsorption
polyurea,Congo red,*NC(=O)N*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7.0,2.70,4.14,Table 1,deepseek-v4-flash (pdf2text),Polyurea_Membrane_as_potential_purifying_technology_for_Water_Cleaning_Kinetic_and_Equilibrium_Modeling_of_Dyes_Adsorption
chitosan,Reactive Orange 122,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC2=C(C=CC(=C2S(=O)(=O)[O-])NN=C3C(=CC4=C(C3=O)C=CC(=C4)NC5=NC(=NC(=N5)NC6=CC=C(C=C6)S(=O)(=O)CCOS(=O)(=O)[O-])Cl)S(=O)(=O)[O-])C(=C1)S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,100,9.95,10.1007/s13399-024-05284-z,deepseek-v4-flash (pdf2text),Preparation_and_characterization_of_chitosanzeolite_composites_for_Reactive_Orange_122_dye_removal_from_aqueous_media_isotherm_and_kinetic_studies
carbohydrate polymeric biodegradable adsorbent of wheat flour,Rhodamine B,*C(C(C(C(CO)O)O)O)*,CCN(CC)c1ccc2c(c1)c(c3ccccc3o2)c4ccc(cc4)C(=O)O,5.5,5.0,142.26,145,deepseek-v4-flash (pdf2text),Recent_advances_on_the_removal_of_dyes_from_wastewater_using_various_adsorbents_a_critical_review
Chitosan-BN-Fe2O3,Congo Red,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7,50,24.89,10.18185/erzifbed.1180213,deepseek-v4-flash (pdf2text),Removal_of_Congo_Red_From_Water_By_Adsorption_Onto_Chitosan-BN-Fe2O3_Kinetic_and_Isotherm_Studies
Chitosan-BN-Fe2O3,Congo Red,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7,100,49.52,10.18185/erzifbed.1180213,deepseek-v4-flash (pdf2text),Removal_of_Congo_Red_From_Water_By_Adsorption_Onto_Chitosan-BN-Fe2O3_Kinetic_and_Isotherm_Studies
Chitosan-BN-Fe2O3,Congo Red,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7,150,70.6,10.18185/erzifbed.1180213,deepseek-v4-flash (pdf2text),Removal_of_Congo_Red_From_Water_By_Adsorption_Onto_Chitosan-BN-Fe2O3_Kinetic_and_Isotherm_Studies
Chitosan-BN-Fe2O3,Congo Red,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC(=C2N)N=NC3=CC=C(C=C3)C4=CC=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)[O-])N)S(=O)(=O)[O-].[Na+].[Na+],7,200,85,10.18185/erzifbed.1180213,deepseek-v4-flash (pdf2text),Removal_of_Congo_Red_From_Water_By_Adsorption_Onto_Chitosan-BN-Fe2O3_Kinetic_and_Isotherm_Studies
sodium alginate,Cr(VI),*C(C(C(C(=O)[O-])O)O)*,[Cr+6],2,100,40.64,10.1007/s13399-025-06489-6,deepseek-v4-flash (pdf2text),Removal_of_hexavalent_chromium_from_aqueous_solutions_using_nano-Fe3O4waste_banana_peelalginate_hydrogel_biobeads_as_adsorbent
GAD hydrogel beads,Mn(II),*C(C(C(C(=O)[O-])O)O)*,[Mn+2],6,10,2.07,10.1038/s41598-018-29133-y,deepseek-v4-flash (pdf2text),Removal_of_Mn_II_by_Sodium_AlginateGraphene_Oxide_Composite_Double-Network_Hydrogel_Beads_from_Aqueous_Solutions
GAD hydrogel beads,Mn(II),*C(C(C(C(=O)[O-])O)O)*,[Mn+2],6,50,8.47,10.1038/s41598-018-29133-y,deepseek-v4-flash (pdf2text),Removal_of_Mn_II_by_Sodium_AlginateGraphene_Oxide_Composite_Double-Network_Hydrogel_Beads_from_Aqueous_Solutions
GAD hydrogel beads,Mn(II),*C(C(C(C(=O)[O-])O)O)*,[Mn+2],6,125,19.81,10.1038/s41598-018-29133-y,deepseek-v4-flash (pdf2text),Removal_of_Mn_II_by_Sodium_AlginateGraphene_Oxide_Composite_Double-Network_Hydrogel_Beads_from_Aqueous_Solutions
GAD hydrogel beads,Mn(II),*C(C(C(C(=O)[O-])O)O)*,[Mn+2],6,200,18.11,10.1038/s41598-018-29133-y,deepseek-v4-flash (pdf2text),Removal_of_Mn_II_by_Sodium_AlginateGraphene_Oxide_Composite_Double-Network_Hydrogel_Beads_from_Aqueous_Solutions
PET,Brilliant Green,*CCOC(=O)c1ccc(cc1)C(=O)*,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,1.89,RSC Adv.,deepseek-v4-flash (pdf2text),Repurposing_waste_plastic_into_a_sustainable_adsorbent_for_removing_synthetic_dye_experimental_optimization_and_theoretical_modeling
PET,Brilliant Green,*CCOC(=O)c1ccc(cc1)C(=O)*,CC[N+](CC)(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccccc3,7,7.5,0.81,RSC Adv.,deepseek-v4-flash (pdf2text),Repurposing_waste_plastic_into_a_sustainable_adsorbent_for_removing_synthetic_dye_experimental_optimization_and_theoretical_modeling
chitosan-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1ccc(c(c1)O)OC)*,[Co+2],4,0.232,0.767,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1ccc(c(c1)O)OC)*,[Co+2],4,1.225,1.774,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1ccc(c(c1)O)OC)*,[Co+2],4,2.246,2.753,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1ccc(c(c1)O)OC)*,[Co+2],4,5.658,4.342,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1ccc(c(c1)O)OC)*,[Co+2],4,10.168,4.831,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-ortho-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1cccc(c1O)OC)*,[Co+2],4,0.340,0.659,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-ortho-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1cccc(c1O)OC)*,[Co+2],4,1.358,1.642,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-ortho-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1cccc(c1O)OC)*,[Co+2],4,2.283,2.716,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-ortho-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1cccc(c1O)OC)*,[Co+2],4,5.688,4.312,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
chitosan-ortho-vanillin,Co(II),*C(C(C(C(C(CO)O)O)O)N=Cc1cccc(c1O)OC)*,[Co+2],4,9.630,5.369,Global NEST Journal,deepseek-v4-flash (pdf2text),Sorption_of_Cobalt_II_Ions_from_Aqueous_Solutions_Using_Chemically_Modified_Chitosan
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,10,0.893,Öztürk et al. 2020 SN Applied Sciences,deepseek-v4-flash (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,15,1.157,Öztürk et al. 2020 SN Applied Sciences,deepseek-v4-flash (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,20,1.417,Öztürk et al. 2020 SN Applied Sciences,deepseek-v4-flash (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,30,1.928,Öztürk et al. 2020 SN Applied Sciences,deepseek-v4-flash (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
poly(m-aminobenzoic acid),Pt(IV),*Nc1cc(C(=O)*)ccc1,[Pt],4,40,2.082,Öztürk et al. 2020 SN Applied Sciences,deepseek-v4-flash (pdf2text),Sorption_of_PtIV_ions_on_polym-aminobenzoic_acid_chelating_polymer_Equilibrium_kinetic_and_thermodynamic_studies
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,125.89,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,93.50,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,106.15,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,102.31,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
chitosan-glutaraldehyde,Direct Blue 71,*C(C(C(C(C(CO)O)O)O)O)*,C1=CC=C2C(=C1)C(=CC=C2N=NC3=CC4=C(C=CC=C4S(=O)(=O)[O-])C(=C3)S(=O)(=O)[O-])N=NC5=C6C=CC(=CC6=C(C=C5)N=NC7=C(C=C8C=C(C=CC8=C7O)N)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],4,15,63.56,Lopez-Cervantes et al. 2018,deepseek-v4-flash (pdf2text),Study_of_a_fixed-bed_column_in_the_adsorption_of_an_azo_dye_from_an_aqueous_medium_using_a_chitosanglutaraldehyde_biosorbent
