POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
Untreated crab shells (Cancer pagurus),Copper,NaN,NaN,31,Richards et al. (2019),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Untreated crab shells (Cancer pagurus),Zinc,NaN,NaN,18,Richards et al. (2019),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Fresh crab shells (Clistocoeloma sinensis),Lead,NaN,NaN,99.95,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Fresh crab shells (Clistocoeloma sinensis),Zinc,NaN,NaN,99.72,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Boiled crab shells (Clistocoeloma sinensis),Lead,NaN,NaN,99.90,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Boiled crab shells (Clistocoeloma sinensis),Zinc,NaN,NaN,99.70,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Deproteinated crab shells (Clistocoeloma sinensis),Lead,NaN,NaN,99.99,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Deproteinated crab shells (Clistocoeloma sinensis),Zinc,NaN,NaN,99.89,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Demineralized crab shells (Clistocoeloma sinensis),Lead,NaN,NaN,10.17,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Demineralized crab shells (Clistocoeloma sinensis),Zinc,NaN,NaN,1.50,Zhou et al. (2016),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Shrimp shell-derived chitosan,Copper,NaN,NaN,98.97,Mohanasrinivasan et al. (2014),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Shrimp shell-derived chitosan,Zinc,NaN,NaN,86.15,Mohanasrinivasan et al. (2014),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Shrimp shell-derived chitosan,Ferrous iron,NaN,NaN,65.2,Mohanasrinivasan et al. (2014),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Shrimp shell-derived chitosan,Hexavalent chromium,NaN,NaN,37.51,Mohanasrinivasan et al. (2014),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Nickel,NaN,NaN,99,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Cobalt,NaN,NaN,92,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Lead,NaN,NaN,91,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Cadmium,NaN,NaN,90,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Zinc,NaN,NaN,90,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Chromate,NaN,NaN,90,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Selenium,NaN,NaN,99,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Chicken feathers/graphene oxide,Arsenic,NaN,NaN,96,Zubair et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Eggshells (calcined),Basic yellow 28,NaN,NaN,93.2,Slimani et al. (2014),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Unmodified eggshells,Copper,NaN,NaN,91.36,Mohammad et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Nano-sized eggshells,Copper,NaN,NaN,97.21,Mohammad et al. (2022),deepseek-v4-flash (pdf2text),Methods_to_prepare_biosorbents_and_magnetic_sorbents_for_water_treatment_a_review
Microcrystalline cellulose from sugarcane bagasse,Methylene Blue,9,200,87.19,Onigbinde et al. 2022,deepseek-v4-flash (pdf2text),Methylene_Blue_Dye_Adsorption_in_Aqueous_System_using_Microcrystalline_Cellulose_obtained_from_Sugarcane_Bagasse
Padina sp.,methylene blue,7,10,9.88,10.12714/egejfas.42.2.04,deepseek-v4-flash (pdf2text),Methylene_blue_dye_removal_utilizing_biomass_of_the_macroalgae_Padina_sp_Adsorption_kinetic_studies_and_mechanism
Padina sp.,methylene blue,11,10,9.88,10.12714/egejfas.42.2.04,deepseek-v4-flash (pdf2text),Methylene_blue_dye_removal_utilizing_biomass_of_the_macroalgae_Padina_sp_Adsorption_kinetic_studies_and_mechanism
Padina sp.,methylene blue,8,10,9.65,10.12714/egejfas.42.2.04,deepseek-v4-flash (pdf2text),Methylene_blue_dye_removal_utilizing_biomass_of_the_macroalgae_Padina_sp_Adsorption_kinetic_studies_and_mechanism
Padina sp.,methylene blue,8,NaN,107.5,10.12714/egejfas.42.2.04,deepseek-v4-flash (pdf2text),Methylene_blue_dye_removal_utilizing_biomass_of_the_macroalgae_Padina_sp_Adsorption_kinetic_studies_and_mechanism
CS/PAT,Cd2+,8,NaN,202.43,doi:10.21203/rs.3.rs-2648265/v1,deepseek-v4-flash (pdf2text),Mg_Al-layered_double_hydroxide_LDH-assisted_multiwalled_carbon_nanotube_MWCNT_grafting_on_poly-2-aminothiazole_PAT_chitosan_CS-blend_matrix_for_Cd2_removal_and_4-nitrophenol_reduction
CS/PAT/MWCNT@LDH,Cd2+,8,NaN,1106.19,doi:10.21203/rs.3.rs-2648265/v1,deepseek-v4-flash (pdf2text),Mg_Al-layered_double_hydroxide_LDH-assisted_multiwalled_carbon_nanotube_MWCNT_grafting_on_poly-2-aminothiazole_PAT_chitosan_CS-blend_matrix_for_Cd2_removal_and_4-nitrophenol_reduction
CCBC,AN,9,120,7.37,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC-Mg,AN,9,120,17.92,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ,AN,9,120,9.83,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ-Mg,AN,9,120,35.90,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC,TP,9,24,3.55,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC-Mg,TP,9,24,21.54,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ,TP,9,24,2.28,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ-Mg,TP,9,24,20.02,Table2,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC,AN,NaN,NaN,7.15,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC-Mg,AN,NaN,NaN,38.66,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ,AN,NaN,NaN,10.72,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ-Mg,AN,NaN,NaN,47.50,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC,TP,NaN,NaN,5.38,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
CCBC-Mg,TP,NaN,NaN,116.99,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ,TP,NaN,NaN,8.45,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
NZ-Mg,TP,NaN,NaN,103.11,Table3,deepseek-v4-flash (pdf2text),Mg²-modified_corncob_biochar_and_natural_zeolite_significantly_enhanced_simultaneous_N_and_P_recovery_from_livestock_wastewater
TiO2 nanoparticles,Methylene Blue,NaN,20,110.7,10.1007/s44371-026-00541-8,deepseek-v4-flash (pdf2text),Microbial_assisted_biogenic_synthesis_of_titanium_dioxide_nanoparticles_for_enhanced_methylene_blue_removal_from_aqueous_solutions
TiO2 nanoparticles,Methylene Blue,NaN,NaN,97.5,10.1007/s44371-026-00541-8,deepseek-v4-flash (pdf2text),Microbial_assisted_biogenic_synthesis_of_titanium_dioxide_nanoparticles_for_enhanced_methylene_blue_removal_from_aqueous_solutions
TiO2 nanoparticles,Methylene Blue,NaN,NaN,98.2,10.1007/s44371-026-00541-8,deepseek-v4-flash (pdf2text),Microbial_assisted_biogenic_synthesis_of_titanium_dioxide_nanoparticles_for_enhanced_methylene_blue_removal_from_aqueous_solutions
TiO2 nanoparticles,Methylene Blue,NaN,NaN,101.4,10.1007/s44371-026-00541-8,deepseek-v4-flash (pdf2text),Microbial_assisted_biogenic_synthesis_of_titanium_dioxide_nanoparticles_for_enhanced_methylene_blue_removal_from_aqueous_solutions
TiO2 nanoparticles,Methylene Blue,NaN,NaN,94.91,10.1007/s44371-026-00541-8,deepseek-v4-flash (pdf2text),Microbial_assisted_biogenic_synthesis_of_titanium_dioxide_nanoparticles_for_enhanced_methylene_blue_removal_from_aqueous_solutions
TiO2 nanoparticles,Methylene Blue,NaN,NaN,101.0,10.1007/s44371-026-00541-8,deepseek-v4-flash (pdf2text),Microbial_assisted_biogenic_synthesis_of_titanium_dioxide_nanoparticles_for_enhanced_methylene_blue_removal_from_aqueous_solutions
Chaetomorpha linum,Cu,5,NaN,1.46,"""Zan i in. [2012]""",deepseek-v4-flash (pdf2text),MICROBIAL_REMOVAL_OF_HEAVY_METALS_FROM_WASTEWATER
Chaetomorpha linum,Zn,5,NaN,1.97,"""Zan i in. [2012]""",deepseek-v4-flash (pdf2text),MICROBIAL_REMOVAL_OF_HEAVY_METALS_FROM_WASTEWATER
pyrolyzed PEEK,diclofenac,6.8,NaN,2.25,10.1039/d4ma00141a,deepseek-v4-flash (pdf2text),Microporous_carbonaceous_adsorbent_prepared_from_a_pyrolyzed_polymer
pyrolyzed PEEK,ofloxacin,6.4,NaN,2.84,10.1039/d4ma00141a,deepseek-v4-flash (pdf2text),Microporous_carbonaceous_adsorbent_prepared_from_a_pyrolyzed_polymer
XG-g-PAm hydrogel,Acid Red 8,1,500,177,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,10,500,16,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,100,177,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,3000,3140,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,500,1344,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,500,22,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,500,178,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,500,147,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,500,143,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
XG-g-PAm hydrogel,Acid Red 8,1,NaN,1250,Present study,deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_and_characterization_of_Xanthan_gum-grafted_polyacrylamide_hydrogel_for_the_removal_of_acid_red_8_dye_from_aqueous_solutions
Carbon dot modified- magnetic CNTs,Carbamazepine,7,NaN,65,Deng et al. (2019),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
Polyanilline/MWCNTs,Meloxicam,2,NaN,221.2,Dutra et al. (2018),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
Granular CNTs/Alumina,Diclofenac,4,NaN,106.5,Wei et al. (2013),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
Granular CNTs/Alumina,Carbamazepine,4,NaN,157.4,Wei et al. (2013),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
Acid modified-MWCNTs,Diclofenac,7,NaN,24,Hu and Cheng (2015),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
MWCNTs,Amoxicillin,6,NaN,496,Bhanjana and Singh (2016),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
SWCNTs,Amoxicillin,6,NaN,141,Bhanjana and Singh (2016),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
MWCNTs/Al2O3,Ciprofloxacin,5,NaN,125.5,Balarak and McKay (2021),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
MWCNTs/Agar/Fe3O4/polyaniline,Tetracycline,7,NaN,130.20,Ahamad et al. (2020),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
rGO-CeO2,Chloramphenicol,6,NaN,268.4,Tyagi et al. (2022),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
G/MnFe2O4,Doxycycline,5,NaN,796.8,Abo-Elmagd et al. (2015),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
Fe3O4/GO,Tetracycline,5,NaN,120.12,Zhang et al. (2016),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
Fe3O4/GO (magnetic),Oxytetracycline,5,NaN,152,Zhang et al. (2018),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
GO,Ciprofloxacin,5,NaN,76.4,Verma (2022b),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
rGO/Fe3O4/Chitosan,Ciprofloxacin,5,NaN,63.4,Verma (2022b),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
rGO/MnO2,Ciprofloxacin,6,NaN,103.1,Verma (2022c),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
rGO/CoFe2O4/CS,Isoniazid,5,NaN,294,Abo-Elmagd et al. (2015),deepseek-v4-flash (pdf2text),Microwave-assisted_synthesis_of_carbon-based_nanomaterials_from_biobased_resources_for_water_treatment_applications_emerging_trends_and_prospects
MgFZBFA,p-nitroaniline,4,100,24.51,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgMZBFA,p-nitroaniline,4,100,13.75,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgFZBFA,nitrobenzene,9,100,21.32,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgMZBFA,nitrobenzene,9,100,10.01,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgFZBFA,p-nitroaniline,4,NaN,30.86,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgMZBFA,p-nitroaniline,4,NaN,12.72,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgFZBFA,nitrobenzene,9,NaN,19.92,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
MgMZBFA,nitrobenzene,9,NaN,10.20,Applied Water Science (2020) 10:236,deepseek-v4-flash (pdf2text),Microwave_and_fusion_techniques_for_the_synthesis_of_mesoporous_zeolitic_composite_adsorbents_from_bagasse_fly_ash_sorption_of_p-nitroaniline_and_nitrobenzene
XG-cl-DMAA/SiO2,Cd2+,5.0,100,62.5,SETWM-19,deepseek-v4-flash (pdf2text),Microwave_Assisted_Synthesis_of_Xanthan_gum-cl-Dimethyl_acrylamide_hydrogel_based_Silica_hydrogel_as_Adsorbent_for_Cadmium_II_Removal
NaN,Tetracycline,4,25,91.3,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,90.8,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,86.7,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,88.9,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,88.0,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,90.0,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,97.1,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,58.5,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,85.06,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
NaN,Tetracycline,4,25,88.6,Singh et al. 2025,deepseek-v4-flash (pdf2text),Mitigation_of_phytotoxicity_and_enhanced_removal_of_tetracycline_from_wastewater_using_magnetic_activated_carbon_derived_from_Peltophorum_pterocarpum_leaves
nZVI/rGO magnetic nanocomposites,Cu(II),6.00,100,136.25,10.1038/s41598-017-18223-y,deepseek-v4-flash (pdf2text),Modeling_and_prediction_of_copper_removal_from_aqueous_solutions_by_nZVIrGO_magnetic_nanocomposites_using_ANN-GA_and_ANN-PSO
ACBS,crystal violet,8.0,20,9.97,10.18596/jotcsa.698959,deepseek-v4-flash (pdf2text),Modeling_and_Regeneration_Studies_for_the_Removal_of_Crystal_Violet_Using_Balanites_aegyptiaca_Seed_Shell_Activated_Carbon
ACBS,crystal violet,8.0,40,19.71,10.18596/jotcsa.698959,deepseek-v4-flash (pdf2text),Modeling_and_Regeneration_Studies_for_the_Removal_of_Crystal_Violet_Using_Balanites_aegyptiaca_Seed_Shell_Activated_Carbon
ACBS,crystal violet,8.0,60,29.64,10.18596/jotcsa.698959,deepseek-v4-flash (pdf2text),Modeling_and_Regeneration_Studies_for_the_Removal_of_Crystal_Violet_Using_Balanites_aegyptiaca_Seed_Shell_Activated_Carbon
ACBS,crystal violet,8.0,80,39.21,10.18596/jotcsa.698959,deepseek-v4-flash (pdf2text),Modeling_and_Regeneration_Studies_for_the_Removal_of_Crystal_Violet_Using_Balanites_aegyptiaca_Seed_Shell_Activated_Carbon
ACBS,crystal violet,8.0,100,48.55,10.18596/jotcsa.698959,deepseek-v4-flash (pdf2text),Modeling_and_Regeneration_Studies_for_the_Removal_of_Crystal_Violet_Using_Balanites_aegyptiaca_Seed_Shell_Activated_Carbon
DPTF,Cadmium,NaN,115,51.5,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
DPTF,Cadmium,NaN,115,42.9,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
DPTF,Cadmium,NaN,115,32.8,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
DPTF,Cadmium,NaN,115,7022.16,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
DPTF,Cadmium,NaN,115,9701.434,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
DPTF,Cadmium,NaN,115,9456.075,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
DPTF,Cadmium,NaN,115,2710.376,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
Date palm fiber,Cadmium,NaN,NaN,20.9,10.32604/fdmp.2023.024300,deepseek-v4-flash (pdf2text),Modeling_Date_Palm_Trunk_Fibers_DPTF_Packed_Bed_Adsorption_Performances_for_Cadmium_Removal_from_Aqueous_Wastewater
